id,name,duration,albumName,singerName,songUrl,imageUrl,lyricUrl
167880,像风一样自由,221000,在路上……,许巍,http://music.163.com/song/media/outer/url?id=167880.mp3,http://p2.music.126.net/c7QlVgWioB5SKJTh1gxquQ==/69269232550737.jpg,src/lyric/像风一样自由.txt
168053,故乡,315000,珍藏许巍作品全集,许巍,http://music.163.com/song/media/outer/url?id=168053.mp3,http://p2.music.126.net/-TN2GpgSZ02bvOUEgVPKWA==/40681930239729.jpg,src/lyric/故乡.txt
167802,旅行,266000,曾经的你,许巍,http://music.163.com/song/media/outer/url?id=167802.mp3,http://p2.music.126.net/OHzbyGhLdNatFNExPNkD4Q==/6670737045790111.jpg,src/lyric/旅行.txt
168153,那一年,247000,那一年,许巍,http://music.163.com/song/media/outer/url?id=168153.mp3,http://p2.music.126.net/jvDVEYjmrXXds2vUI71jow==/109951164795538863.jpg,src/lyric/那一年.txt
167897,执着,278000,在路上……,许巍,http://music.163.com/song/media/outer/url?id=167897.mp3,http://p2.music.126.net/c7QlVgWioB5SKJTh1gxquQ==/69269232550737.jpg,src/lyric/执着.txt
168087,完美生活,296000,时光.漫步,许巍,http://music.163.com/song/media/outer/url?id=168087.mp3,http://p2.music.126.net/C6txAWMGlVmAcAD37RVutQ==/122045790684028.jpg,src/lyric/完美生活.txt
168089,时光,305000,时光.漫步,许巍,http://music.163.com/song/media/outer/url?id=168089.mp3,http://p2.music.126.net/C6txAWMGlVmAcAD37RVutQ==/122045790684028.jpg,src/lyric/时光.txt
167774,少年,311000,爱如少年,许巍,http://music.163.com/song/media/outer/url?id=167774.mp3,http://p2.music.126.net/IEeq3jg_re-A4jW2ugG6Vw==/27487790695453.jpg,src/lyric/少年.txt
152392,讲不出再见,294000,二十年白金畅销金曲全记录,谭咏麟,http://music.163.com/song/media/outer/url?id=152392.mp3,http://p2.music.126.net/ow3GKMyAg8hdWDRmhKl4iw==/109951163066633801.jpg,src/lyric/讲不出再见.txt
153784,一生中最爱,264000,一生中最爱,谭咏麟,http://music.163.com/song/media/outer/url?id=153784.mp3,http://p2.music.126.net/EDe8WuEF_RbxugBQJcofXQ==/41781441856503.jpg,src/lyric/一生中最爱.txt
4871718,爱情陷阱,235000,爱情陷阱,谭咏麟,http://music.163.com/song/media/outer/url?id=4871718.mp3,http://p2.music.126.net/QigStkElP-yXC8H8ibnGog==/109951164900283582.jpg,src/lyric/爱情陷阱.txt
152428,朋友 - (电影《龙兄虎弟》插曲),289000,二十年白金畅销金曲全记录,谭咏麟,http://music.163.com/song/media/outer/url?id=152428.mp3,http://p2.music.126.net/ow3GKMyAg8hdWDRmhKl4iw==/109951163066633801.jpg,src/lyric/朋友 - (电影《龙兄虎弟》插曲).txt
152391,再见亦是泪,270000,二十年白金畅销金曲全记录,谭咏麟,http://music.163.com/song/media/outer/url?id=152391.mp3,http://p2.music.126.net/ow3GKMyAg8hdWDRmhKl4iw==/109951163066633801.jpg,src/lyric/再见亦是泪.txt
